category,subject,commission_cc_pct,commission_dbs_pct,commission_edbs_pct,commission_fbs_pct,commission_fbw_pct,commission_booking_pct
Спецодежда и СИЗы,Комплекты одноразовых материалов,38.5,45.0,3.0,38.0,33.5,38.5
Канцелярские товары,Фольга для тиснения,39.5,45.0,3.0,34.0,29.5,39.5
Красота,Средства и приборы для очистки спонжей и кистей,42.5,45.0,3.0,46.0,41.5,42.5
Сантехника,Полки для ванной,37.5,45.0,3.0,39.0,34.5,37.5
Автохимия и автокосметика,Смазки автомобильные,36.5,45.0,3.0,36.0,31.5,36.5
Товары для животных,Прессы для корма,31.5,35.0,3.0,30.0,25.5,31.5
Автозапчасти,Форсунки топливные,36.5,45.0,3.0,36.0,31.5,36.5
Фарма,Препараты для дыхательной системы,3.0,3.0,3.0,3.0,3.0,3.0
Красота,Лаки для ногтей,42.5,45.0,3.0,46.0,41.5,42.5
Садовые инструменты и полив,Тройники и распределители садовые,39.5,45.0,3.0,39.0,34.5,39.5
Все для садоводства,Подставки для цветов,39.5,45.0,3.0,38.5,37.5,39.5
Рукоделие,Органайзеры для вышивки,39.5,45.0,3.0,43.0,38.5,39.5
Посуда и инвентарь,Ложки для мороженого,39.5,45.0,3.0,34.0,29.5,39.5
Сантехника,Радиаторы отопления,37.5,45.0,3.0,36.0,31.5,37.5
Шины и диски,Камеры автомобильные для шин,36.5,45.0,3.0,32.5,31.5,36.5
Спортивный товар,Раттлины,37.5,45.0,3.0,41.0,36.5,37.5
Рукоделие,Декор для творчества,39.5,45.0,3.0,43.0,38.5,39.5
Рукоделие,Наполнители для рукоделия,39.5,45.0,3.0,33.0,28.5,39.5
Телевизоры и аудиотехника,Виниловые проигрыватели,31.5,35.0,3.0,35.0,30.5,31.5
Товары для взрослых,Вакуумно-волновые стимуляторы,39.5,45.0,3.0,43.0,38.5,39.5
Садовая техника,Инструменты для заточки цепей,38.5,45.0,3.0,42.0,37.5,38.5
Посуда и инвентарь,Ветчинницы,39.5,45.0,3.0,39.0,34.5,39.5
Продукты,Консервированные готовые каши,4.5,4.5,3.0,35.0,30.5,4.5
Мебель малых форм,Обеденные группы,36.5,45.0,3.0,36.0,31.5,36.5
Мебель офисная и торговое оборудование,Кушетки косметологические,36.5,45.0,3.0,33.0,28.5,36.5
Спецодежда и СИЗы,Юбки рабочие,44.5,45.0,3.0,44.0,39.5,44.5
Мебель садовая,Скамейки садовые,36.5,45.0,3.0,34.0,29.5,36.5
Спортивный товар,Сумки для шайб,37.5,45.0,3.0,37.0,32.5,37.5
Спортивные аксессуары,Хлысты,39.5,45.0,3.0,43.0,38.5,39.5
Товары для взрослых,Насадки на страпон,39.5,45.0,3.0,43.0,38.5,39.5
Товары для животных,Сменные блоки к диффузорам для животных,31.5,35.0,3.0,35.0,30.5,31.5
Здоровье,Антибактериальные терапевтические приборы,42.5,45.0,3.0,35.0,30.5,42.5
Красота,Спонжи,42.5,45.0,3.0,34.0,29.5,42.5
Белье,Термоколготки,44.5,45.0,3.0,48.0,43.5,44.5
Мототовары,Тенты для мотоциклов,36.5,45.0,3.0,40.0,35.5,36.5
Товары для отдыха и кемпинга,Аксессуары для газовых грилей,38.5,45.0,3.0,38.0,33.5,38.5
Здоровье,Спреи для горла,42.5,45.0,3.0,39.0,34.5,42.5
Шины и диски,Колеса в сборе,36.5,45.0,3.0,27.5,26.5,36.5
Аксессуары,Цепочки для очков,44.5,45.0,3.0,45.0,40.5,44.5
Товары для малышей,Подзоры для кроватей,36.5,45.0,3.0,36.0,31.5,36.5
Мототовары,Запчасти для лодок и катеров,36.5,45.0,3.0,36.0,31.5,36.5
Техника для красоты и здоровья,Сауны и увлажнители для лица,35.5,35.0,3.0,33.0,28.5,35.5
Ручной инструмент и оснастка,Удлинители торцевых головок,41.5,45.0,3.0,42.0,37.5,41.5
Товары для отдыха и кемпинга,Гаражи сборные,3.0,3.0,3.0,3.0,3.0,3.0
Красота,Кондиционеры для волос,42.5,45.0,3.0,45.0,40.5,42.5
Автозапчасти,Кронштейны автомобильные,36.5,45.0,3.0,36.0,31.5,36.5
Ручной инструмент и оснастка,Клещи строительные,41.5,45.0,3.0,41.0,36.5,41.5
Хозяйственные товары,Диспенсеры для покрытий на унитаз,39.5,45.0,3.0,42.0,37.5,39.5
Игрушки,Настольные игры для детей,38.5,45.0,3.0,40.0,35.5,38.5
Техника для кухни,Соковыжималки электрические,34.5,35.0,3.0,35.0,30.5,34.5
Садовая техника,Газонокосилки,29.5,35.0,3.0,32.0,27.5,29.5
Красота,Очки для солярия,42.5,45.0,3.0,41.0,36.5,42.5
Продукты,Консервы мясные,4.5,4.5,3.0,35.0,30.5,4.5
Игровые консоли и игры,Картриджи игровые,31.5,35.0,3.0,35.0,30.5,31.5
Бижутерия,Упаковки для украшений,38.5,45.0,3.0,38.0,33.5,38.5
Мебель мягкая,Софы,36.5,45.0,3.0,25.0,20.5,36.5
Продукты,Пшено,4.5,4.5,3.0,28.0,23.5,4.5
Красота,Очистители воска,42.5,45.0,3.0,46.0,41.5,42.5
Автозапчасти,Паронитовые прокладки,36.5,45.0,3.0,36.0,31.5,36.5
Строительные материалы,Профили маячковые,38.5,45.0,3.0,38.0,33.5,38.5
Аксессуары,Аксессуары,44.5,45.0,3.0,48.0,43.5,44.5
Хозяйственные товары,Мешки для стирки,39.5,45.0,3.0,43.0,38.5,39.5
Все для садоводства,Скворечники,39.5,45.0,3.0,39.5,38.5,39.5
Спортивная одежда,Защита корпуса,44.5,45.0,3.0,46.0,41.5,44.5
Спортивные аксессуары,Гермочехлы,39.5,45.0,3.0,43.0,38.5,39.5
Автозапчасти,Сальники штока сцепления,36.5,45.0,3.0,40.0,35.5,36.5
Автохимия и автокосметика,Герметики автомобильные,36.5,45.0,3.0,40.0,35.5,36.5
Спортивный товар,Лопатки для плавания,37.5,45.0,3.0,41.0,36.5,37.5
Спортивные аксессуары,Защита ног лошади,39.5,45.0,3.0,39.0,34.5,39.5
Товары для курения,Подставки для кальянов,38.5,45.0,3.0,38.0,33.5,38.5
Здоровье,Внутриматочные спирали,42.5,45.0,3.0,39.0,34.5,42.5
Автозапчасти,Впускные трубы,36.5,45.0,3.0,36.0,31.5,36.5
Мебель малых форм,Интерьерные зеркала,36.5,45.0,3.0,36.0,31.5,36.5
Продукты,Пастила,4.5,4.5,3.0,35.0,30.5,4.5
Канцелярские товары,Анатомические модели,39.5,45.0,3.0,43.0,38.5,39.5
Освещение,Ночники,39.5,45.0,3.0,43.0,38.5,39.5
Рукоделие,Губки флористические,39.5,45.0,3.0,34.0,29.5,39.5
Религия и эзотерика,Урны для праха,19.5,25.0,3.0,33.0,29.5,19.5
Сантехника,Пескоуловители,37.5,45.0,3.0,37.0,32.5,37.5
Автозапчасти,Педали автомобильные,36.5,45.0,3.0,40.0,35.5,36.5
Мототовары,Прокладки двигателя для мототехники,36.5,45.0,3.0,40.0,35.5,36.5
Спортивное питание и косметика,Протеин,35.5,45.0,3.0,35.0,30.5,35.5
Аксессуары для малышей,Береты для малышей,44.5,45.0,3.0,48.0,43.5,44.5
Периферия и аксессуары,Мыши,34.5,35.0,3.0,38.0,33.5,34.5
Автозапчасти,Элементы облицовки,36.5,45.0,3.0,36.0,31.5,36.5
Здоровье,Средства от курения,42.5,45.0,3.0,39.0,34.5,42.5
Продукты,Гарнир,4.5,4.5,3.0,26.0,21.5,4.5
Головные уборы,Головные уборы,44.5,45.0,3.0,48.0,43.5,44.5
Одежда,Блузки,44.5,45.0,3.0,48.0,43.5,44.5
Автоаксессуары и дополнительное оборудование,Светоотражатели для авто,36.5,45.0,3.0,40.0,35.5,36.5
Бытовая техника,Гладильные прессы,35.5,35.0,3.0,30.0,25.5,35.5
Здоровье,Очки-тренажеры,42.5,45.0,3.0,39.0,34.5,42.5
Спецодежда и СИЗы,Топы одноразовые,38.5,45.0,3.0,42.0,37.5,38.5
Автозапчасти,Комплекты фильтров,36.5,45.0,3.0,36.0,31.5,36.5
Автозапчасти,Рычаги подвески,36.5,45.0,3.0,40.0,35.5,36.5
Красота,Акриловые пудры,42.5,45.0,3.0,46.0,41.5,42.5
Автозапчасти,Блоки системы дополнительного воздуха,36.5,45.0,3.0,35.5,31.0,36.5
Аксессуары,Чехлы для ручек,44.5,45.0,3.0,44.0,39.5,44.5
Белье,Колготки,44.5,45.0,3.0,48.0,43.5,44.5
Продукты,Листья бамбука,4.5,4.5,3.0,35.0,30.5,4.5
Игровые консоли и игры,Запчасти для игровых консолей,31.5,35.0,3.0,29.0,24.5,31.5
Красота,Точилки для бритвенных лезвий,42.5,45.0,3.0,46.0,41.5,42.5
Красота,Пинцеты для наращивания ресниц,42.5,45.0,3.0,46.0,41.5,42.5
Спортивная одежда,Водолазки спортивные,44.5,45.0,3.0,44.0,39.5,44.5
Сантехника,Кнопки смыва,37.5,45.0,3.0,37.0,32.5,37.5
Товары для малышей,Подстаканники для колясок,36.5,45.0,3.0,40.0,35.5,36.5
Продукты,Сардельки,4.5,4.5,3.0,26.0,21.5,4.5
Рукоделие,Лепные камни,39.5,45.0,3.0,43.0,38.5,39.5
Отделочные материалы,Краски декоративные,38.5,45.0,3.0,37.0,32.5,38.5
Спортивный товар,Маски для плавания,37.5,45.0,3.0,39.0,34.5,37.5
Бытовая техника,Гладильные системы,35.5,35.0,3.0,29.0,24.5,35.5
Спортивный товар,Кольца для палок,37.5,45.0,3.0,37.0,32.5,37.5
Спортивный товар,Датчики вращения педалей,37.5,45.0,3.0,41.0,36.5,37.5
Здоровье,Дозаторы шприцевые,35.5,45.0,3.0,35.0,30.5,35.5
Фото и Видеотехника,Фотоаппараты детские,38.5,45.0,3.0,38.0,33.5,38.5
Книжная продукция и диски,Раскраски,39.5,45.0,3.0,43.0,38.5,39.5
Игрушки,Ведерки детские,38.5,45.0,3.0,32.0,27.5,38.5
Спортивный товар,Аксессуары для пилатес,37.5,45.0,3.0,34.0,29.5,37.5
Сантехника,Вентиляционно-осушительные коробки,37.5,45.0,3.0,41.0,36.5,37.5
Здоровье,Бандажи до- и послеродовые,42.5,45.0,3.0,43.0,38.5,42.5
Спортивные аксессуары,Мосты для кия,39.5,45.0,3.0,42.5,38.0,39.5
Электрика,Прожекторы,38.5,45.0,3.0,35.0,30.5,38.5
Сантехника,Ножки для ванн,37.5,45.0,3.0,41.0,36.5,37.5
Сантехника,Вентили для радиаторов,37.5,45.0,3.0,41.0,36.5,37.5
Климатическая техника,Модули управления для водонагревателей,35.5,35.0,3.0,33.0,28.5,35.5
Отделочные материалы,Краски резиновые,38.5,45.0,3.0,34.0,29.5,38.5
Строительные материалы,Рым-соединения,38.5,45.0,3.0,42.0,37.5,38.5
Белье,Белье,44.5,45.0,3.0,48.0,43.5,44.5
